"SURVEY","Sub_catchment_index","SITE","JULIAN_DAY","WETTED_AREA","METHOD","d_0","AVG_LENGTH_0","TOT_COUNT_0","d_1","AVG_LENGTH_1","TOT_COUNT_1","d_2","AVG_LENGTH_2","TOT_COUNT_2"
1987,"LMR","52",230,147.5,"Successive removal",0.352,51.1,49,0.008,93,1,0.005,108,1
1987,"LMR","54",231,139.3,"Successive removal",0.083,53.5,11,0.004,NA,NA,0.002,NA,NA
1987,"LMR","55",231,110.2,"Successive removal",0.007,NA,NA,0.005,NA,NA,0.002,NA,NA
1988,"RES","4",230,134.3,"Successive removal",0.479,49.5,60,0.109,76.9,14,0.009,103,1
1988,"RES","5",230,140.5,"Successive removal",0.491,49.9,65,0.205,80.5,28,0.055,118.6,8
1988,"KED","28",237,152.5,"Successive removal",1.092,45.6,156,0.085,86.1,13,0.023,100.5,4
1988,"KED","29",216,172.8,"Successive removal",0.356,44.7,56,0.054,83,9,0.006,113,1
1988,"KED","30",231,114.1,"Successive removal",1.004,45.2,106,0.078,81.3,9,0.003,NA,NA
1988,"KED","38",214,244.6,"Successive removal",0.817,41.7,183,0.118,81.8,28,0.011,118,3
1988,"KED","39",215,185.7,"Successive removal",1.056,43.4,181,0.092,87.7,17,0.01,110.5,2
1988,"KED","40",210,218.1,"Successive removal",0.333,40.9,68,0.066,78.4,14,0.017,118,4
1988,"KED","41",214,121.2,"Successive removal",0.344,39.7,38,0.027,84.7,3,0.014,133,2
1988,"KED","42",217,243.9,"Successive removal",0.146,40,32,0.015,81.3,3,0.008,95.5,2
1988,"LMR","45",236,169.3,"Successive removal",1.029,50.9,164,0.019,89.2,4,0.011,103,2
1988,"LMR","49",209,186.4,"Successive removal",0.005,NA,NA,0.002,NA,NA,0.063,118.4,12
1988,"LMR","52",216,143,"Successive removal",0.304,42.2,42,0.022,93,4,0.025,119.2,4
1988,"LMR","54",211,150.3,"Successive removal",0.098,37.6,14,0.002,NA,NA,0.003,NA,NA
1988,"LMR","55",211,136.4,"Successive removal",0.006,NA,NA,0.002,NA,NA,0.003,NA,NA
1989,"RES","4",222,165.9,"Successive removal",0.279,46.1,43,0.017,83,2,0.008,98,1
1989,"RES","5",222,161.7,"Successive removal",0.834,44.6,128,0.459,76,72,0.06,112,10
1989,"KED","28",235,169.9,"Successive removal",1.002,41.4,158,0.182,77,30,0.016,108,3
1989,"KED","29",214,136.7,"Successive removal",1.422,44.3,182,0.261,75.4,35,0.013,105.5,2
1989,"KED","30",214,98,"Successive removal",0.988,43,92,0.074,76.6,7,0.004,NA,NA
1989,"KED","38",208,243.4,"Successive removal",0.342,42.8,76,0.109,77.6,25,0.012,116.3,3
1989,"KED","39",236,200.5,"Successive removal",1.313,52.6,233,0.282,89,52,0.025,126,5
1989,"KED","40",208,189.4,"Successive removal",0.265,42.3,46,0.095,75.9,17,0.006,128,1
1989,"KED","41",213,295.9,"Successive removal",0.498,42.4,134,0.135,79.8,38,0.013,124.2,4
1989,"KED","42",234,243.7,"Successive removal",1.118,45.9,250,0.028,84.7,6,0.044,119.8,11
1989,"LMR","45",242,145.4,"Successive removal",1.254,48.1,174,0.105,80.2,16,0.002,NA,NA
1989,"LMR","49",215,153.1,"Successive removal",0.039,56,5,0.074,99.2,12,0.045,129.9,8
1989,"LMR","52",221,156.7,"Successive removal",1.12,45.6,164,0.004,NA,NA,0.002,NA,NA
1989,"LMR","54",235,146.2,"Successive removal",0.238,48.9,33,0.004,NA,NA,0.002,NA,NA
1989,"LMR","55",221,132.4,"Successive removal",0.297,42.2,37,0.004,NA,NA,0.005,148,1
1990,"RES","4",235,101.9,"Successive removal",0.423,47.6,41,0.303,76,30,0.013,103,1
1990,"RES","5",235,104.9,"Successive removal",0.651,49.1,66,0.344,76.6,35,0.131,107.6,14
1990,"KED","28",234,127.2,"Successive removal",1.195,44.8,142,0.08,78,10,0.003,NA,NA
1990,"KED","29",221,137.5,"Successive removal",0.912,49,117,0.258,77.6,35,0.019,106.3,3
1990,"KED","30",221,110.9,"Successive removal",0.977,46,101,0.047,71,5,0.004,NA,NA
1990,"KED","38",206,239.6,"Successive removal",0.556,42.6,112,0.013,73,2,0.006,103,1
1990,"KED","39",207,118.3,"Successive removal",0.281,46.2,31,0.526,80.2,61,0.094,112.2,12
1990,"KED","40",206,163.7,"Successive removal",0.206,42.3,29,0.093,77.3,14,0.023,104.2,4
1990,"KED","41",214,136,"Successive removal",0.954,46.2,121,0.061,84.9,8,0.032,120,5
1990,"KED","42",212,273.4,"Successive removal",0.076,43,19,0.054,85.5,14,0.011,119.7,3
1990,"LMR","45",240,144.4,"Successive removal",1.012,53.1,138,0.032,85,5,0.006,103,1
1990,"LMR","49",219,153.7,"Successive removal",0.005,NA,NA,0.043,92.3,7,0.078,118,13
1990,"LMR","52",220,164.3,"Successive removal",0.243,50.6,39,0.028,95,5,0.01,105.5,2
1990,"LMR","54",234,126.3,"Successive removal",0.018,48,2,0.005,NA,NA,0.003,NA,NA
1990,"LMR","55",220,114.2,"Successive removal",0.006,NA,NA,0.01,88,1,0.003,NA,NA
1991,"RES","4",207,126.3,"Successive removal",0.439,42.2,49,0.121,69.1,14,0.019,93,2
1991,"RES","5",207,148.6,"Successive removal",0.556,40.6,78,0.334,75.6,48,0.14,100.4,21
1991,"KED","28",210,134.4,"Successive removal",2.332,37.6,287,0.13,80.4,17,0.008,123,1
1991,"KED","30",210,103.6,"Successive removal",0.919,46.8,92,0.204,77.3,21,0.009,108,1
1991,"KED","40",206,177.1,"Successive removal",0.21,39.7,35,0.094,88,16,0.031,109.7,6
1991,"LMR","45",211,83.1,"Successive removal",1.125,46.4,88,0.04,85.5,4,0.002,NA,NA
1991,"LMR","52",205,173.9,"Successive removal",1.695,41.2,268,0.032,87.2,6,0.012,108,3
1991,"LMR","55",212,133.7,"Successive removal",0.457,41.3,57,0.005,NA,NA,0.002,NA,NA
1992,"RES","4",254,113.4,"Successive removal",0.501,55,55,0.411,81.4,46,0.081,109.7,9
1992,"RES","5",253,117.9,"Successive removal",0.313,56.9,36,0.269,85.7,31,0.12,121.6,14
1992,"KED","28",245,103,"Successive removal",1.517,46.9,152,0.118,83.4,12,0.003,NA,NA
1992,"KED","30",238,111,"Successive removal",0.633,45.9,68,0.109,72.6,12,0.003,NA,NA
1992,"KED","40",246,166.9,"Successive removal",0.038,47,5,0.141,81.9,22,0.034,118.8,6
1992,"KED","42",247,230,"Successive removal",0.149,43.3,31,0.198,80.7,42,0.025,120.5,6
1992,"LMR","45",239,179.8,"Successive removal",0.896,48.4,154,0.033,84.7,6,0,NA,NA
1992,"LMR","52",233,166,"Successive removal",0.214,39.7,33,0.081,84.5,13,0,NA,NA
1992,"LMR","54",232,154.7,"Successive removal",0.613,38.2,84,0.011,88,1,0,NA,NA
1992,"LMR","55",252,174.8,"Successive removal",0.122,42.7,19,0.089,82.3,15,0.002,123,1
1993,"RES","4",256,145.7,"Successive removal",0.294,47.8,40,0.198,70.8,27,0.009,103,1
1993,"RES","5",251,106.8,"Successive removal",0.645,50.2,67,0.438,74.4,46,0.07,106.8,8
1993,"KED","28",217,139.2,"Successive removal",0.88,38.7,114,0.044,77.2,6,0.004,NA,NA
1993,"KED","29",215,127,"Successive removal",0.459,47.2,52,0.158,73,19,0.009,93,1
1993,"KED","30",230,140.2,"Successive removal",0.515,48.6,67,0.045,72.2,6,0.004,NA,NA
1993,"KED","38",258,233.1,"Successive removal",0.163,52.1,35,0.024,86,5,0.006,113,1
1993,"KED","39",237,126.8,"Successive removal",0.805,50.4,94,0.398,78.7,48,0.374,111.3,46
1993,"KED","40",264,181.5,"Successive removal",0.059,57.4,9,0.07,91.3,12,0.028,128,5
1993,"KED","41",216,112.6,"Successive removal",0.188,45.9,19,0.187,79.8,20,0.033,109.2,4
1993,"KED","42",257,94.8,"Successive removal",0.357,47.8,32,0.017,73,1,0.049,111,5
1993,"LMR","45",259,137.2,"Successive removal",1.073,52.5,138,0.04,80.5,6,0.003,NA,NA
1993,"LMR","49",231,147.2,"Successive removal",0.008,NA,NA,0.019,93,3,0.092,123,14
1993,"LMR","52",229,194.8,"Successive removal",1.3,47.8,233,0.035,83.7,7,0.009,120.5,2
1993,"LMR","54",252,163.9,"Successive removal",0.024,51.3,3,0.004,NA,NA,0.002,NA,NA
1993,"LMR","55",238,199.6,"Successive removal",0.24,49,42,0.011,88,2,0.005,118,1
1994,"RES","4",238,60,"Successive removal",0.213,51.3,12,0.294,72.4,17,0.008,NA,NA
1994,"RES","5",236,89.2,"Successive removal",0.355,53.3,30,0.257,79.6,22,0.146,108.4,13
1994,"KED","30",201,114.4,"Successive removal",1.758,34.6,192,0.068,69.2,8,0.003,NA,NA
1994,"KED","38",188,249.2,"Successive removal",0.101,32.8,22,0.129,71.5,30,0.012,98,3
1994,"KED","39",207,145.8,"Successive removal",0.343,38.2,45,0.273,84.4,38,0.038,115.5,6
1994,"KED","40",228,170.7,"Successive removal",0.067,52,10,0.027,88,4,0.016,126.3,3
1994,"KED","41",230,56.6,"Successive removal",0.322,51.2,17,0.052,89.7,3,0.005,NA,NA
1994,"KED","42",208,123.7,"Successive removal",0.731,35.7,82,0.014,73,1,0.022,103,3
1994,"LMR","45",235,135.9,"Successive removal",1.055,51.5,138,0.039,83.8,6,0.003,98,1
1994,"LMR","52",229,224.3,"Successive removal",1.243,47.2,250,0.013,84.7,3,0.001,NA,NA
1994,"LMR","54",187,172.3,"Successive removal",0.11,32.7,16,0.007,68,1,0.001,NA,NA
1995,"RES","4",199,115.5,"Successive removal",0.265,40.9,28,0.199,71.2,22,0.008,108,1
1995,"RES","5",205,167.5,"Successive removal",0.258,42.2,39,0.116,75.8,18,0.01,93,2
1995,"KED","28",234,142.2,"Successive removal",1.068,43.7,134,0.264,80.7,35,0.003,NA,NA
1995,"KED","29",206,133.1,"Successive removal",0.415,45.4,50,0.15,75.1,19,0.008,113,1
1995,"KED","30",222,136,"Successive removal",0.946,44.9,112,0.127,77.1,16,0.003,NA,NA
1995,"KED","39",207,148.7,"Successive removal",0.755,45.2,101,0.408,85.6,56,0.086,119.5,13
1995,"KED","40",215,166.8,"Successive removal",0.229,47.7,34,0.035,92,5,0.017,124.7,3
1995,"KED","41",221,115.9,"Successive removal",0.238,50.9,24,0.181,86.7,19,0.016,120.5,2
1995,"KED","42",214,118.8,"Successive removal",0.542,42.7,57,0.125,83.4,14,0.03,121.8,4
1995,"LMR","45",235,124.6,"Successive removal",1.169,46.5,129,0.047,83,6,0.008,103,1
1995,"LMR","49",208,121.3,"Successive removal",0.007,NA,NA,0.025,84.7,3,0.079,111,10
1995,"LMR","52",220,157.4,"Successive removal",0.6,49.5,83,0.021,96.3,3,0.012,115.5,2
1995,"LMR","55",201,205,"Successive removal",0.005,NA,NA,0.026,80,5,0.003,NA,NA
1996,"RES","4",199,123.5,"Successive removal",0.145,42.1,16,0.086,74.5,10,0.004,98,1
1996,"RES","5",241,120.3,"Successive removal",0.242,50.8,27,0.053,78,6,0.001,NA,NA
1996,"KED","28",242,111.3,"Successive removal",1.156,48.5,119,0.157,82.1,17,0.007,108,1
1996,"KED","29",214,72.9,"Successive removal",0.518,45.1,34,0.207,82,15,0.009,118,1
1996,"KED","30",200,119.8,"Successive removal",0.847,36.6,92,0.053,75.5,6,0.002,NA,NA
1996,"KED","38",212,226.2,"Successive removal",0.432,43.3,90,0.03,76.3,6,0.002,NA,NA
1996,"KED","39",213,131.4,"Successive removal",0.523,44.2,62,0.292,82,36,0.018,111.3,3
1996,"KED","40",233,161.5,"Successive removal",0.014,48,1,0.023,94.7,3,0.01,115.5,2
1996,"KED","41",219,94.9,"Successive removal",0.593,44.1,50,0.047,83,4,0.003,NA,NA
1996,"KED","42",220,105.6,"Successive removal",0.011,NA,NA,0.051,80,5,0.014,113,2
1996,"LMR","45",234,164.3,"Successive removal",0.806,46.5,118,0.043,86.6,7,0.002,NA,NA
1996,"LMR","49",235,101.4,"Successive removal",0.009,NA,NA,0.096,93,10,0.091,127.5,10
1996,"LMR","52",221,141.7,"Successive removal",0.423,46.5,56,0.023,89.7,3,0.012,118,2
1996,"LMR","53",198,135.5,"Successive removal",0.26,35.6,33,0.045,91.3,6,0.003,NA,NA
1996,"LMR","55",240,174.4,"Successive removal",0.046,49.4,7,0.014,95.5,2,0.006,113,1
1997,"RES","4",202,146.2,"Calibration",0.166,36.9,21,0.285,69.4,38,0.046,94.9,8
1997,"RES","5",273,142,"Calibration",0.307,50,37,0.059,77.5,8,0.008,108,1
1997,"RES","8",281,103.7,"Single pass",0.252,46.1,27,0.22,68.1,23,0.003,NA,NA
1997,"KED","28",254,132.7,"Calibration",0.86,45.2,113,0.323,78.4,41,0.016,109.7,3
1997,"KED","29",204,144.6,"Calibration",0.985,36.7,158,0.311,71.2,53,0.038,110.7,6
1997,"KED","30",210,145.2,"Calibration",1.947,38.2,263,0.113,72.2,17,0.006,118,1
1997,"KED","38",219,121.1,"Calibration",0.504,44.6,54,0.217,76.6,27,0.035,107.5,4
1997,"KED","39",212,121.7,"Calibration",1.655,42,179,0.134,79.1,15,0.021,107.7,3
1997,"KED","40",253,177.5,"Calibration",0.13,53.2,27,0.013,80.5,2,0.014,113,3
1997,"KED","41",261,119.5,"Calibration",0.579,53.5,75,0.186,86.8,23,0.086,123.5,10
1997,"KED","42",259,103.2,"Calibration",0.009,NA,NA,0.016,100,1,0.019,123,3
1997,"LMR","43",281,113.1,"Single pass",1.159,49.1,107,0.382,76.4,37,0.023,109.5,4
1997,"LMR","44",282,52.9,"Single pass",0.374,47.4,55,0.211,76.3,32,0.015,117.8,4
1997,"LMR","45",247,99.3,"Calibration",0.742,45.7,75,0.051,79.9,7,0.003,NA,NA
1997,"LMR","49",267,160.5,"Calibration",0.006,NA,NA,0.072,94.5,10,0.071,123.8,12
1997,"LMR","52",196,157.1,"Calibration",1.144,35.8,193,0.018,86,3,0.011,125,2
1997,"LMR","53",203,118.7,"Calibration",0.583,36.8,62,0.047,82.1,7,0.019,123,3
1997,"LMR","55",260,129.4,"Calibration",0.006,NA,NA,0.038,97,5,0.003,NA,NA
1997,"UPS","14",268,150.5,"Single pass",0.436,44.9,52,0.155,63.7,21,0.043,97.4,7
1997,"UPS","15",274,139.3,"Single pass",0.801,46,45,0.033,71,2,0.007,NA,NA
1997,"UPS","16",283,127,"Single pass",0.554,49.1,74,0.263,73.9,36,0.031,103.8,6
1997,"UPS","17",274,140.9,"Single pass",0.923,47.3,65,0.127,69.6,11,0.005,NA,NA
1997,"UPS","18",288,90.7,"Single pass",0.626,47.5,37,0.188,71.8,12,0.007,NA,NA
1997,"UPS","21",268,116.6,"Single pass",0.477,42.8,42,0.134,65.7,14,0.015,104,2
1997,"UPS","22",289,115.7,"Single pass",0.459,52.7,41,0.237,74.5,21,0.066,99.7,7
1997,"UPS","24",287,193.7,"Single pass",0.015,NA,NA,0.188,84.5,12,0.083,105,6
1997,"UPS","25",287,164.2,"Single pass",0.015,NA,NA,0.109,88.9,7,0.489,114.3,19
1997,"UPS","60",288,107.2,"Single pass",2.028,48.3,156,0.579,77.7,45,0.041,108.8,5
1998,"RES","1",272,120,"Single pass",0.149,57,7,0.086,85.8,5,0.004,NA,NA
1998,"RES","2",272,150,"Single pass",0.643,58,26,0.013,NA,NA,0.005,NA,NA
1998,"RES","3",272,150,"Single pass",0.486,52,20,0.052,73,3,0.004,NA,NA
1998,"RES","4",232,134.3,"Calibration",0.103,50.7,14,0.336,79.2,40,0.036,109.6,5
1998,"RES","5",272,127.1,"Calibration",0.584,48.1,61,0.047,80,5,0.032,108.8,4
1998,"RES","6",272,150,"Single pass",0.351,51.6,16,0.022,76,1,0.004,NA,NA
1998,"RES","7",239,155.6,"Single pass",0.478,53.3,25,0.332,75.8,20,0.056,101.8,5
1998,"RES","8",239,147.8,"Single pass",0.405,47.7,21,0.039,73.3,3,0.009,93,1
1998,"KED","28",244,126.8,"Calibration",0.763,44.9,103,0.176,79.3,24,0.042,117,6
1998,"KED","29",258,140.2,"Calibration",1.101,51,156,0.502,78.4,67,0.026,116.8,4
1998,"KED","30",259,120.6,"Calibration",0.793,49.7,100,0.154,81,20,0.011,105.5,2
1998,"KED","36",251,115.7,"Single pass",0.014,NA,NA,0.054,83.2,4,0.023,114.5,2
1998,"KED","38",231,148.4,"Calibration",0.503,52.2,67,0.274,80.5,37,0.035,108,5
1998,"KED","39",216,157.4,"Calibration",0.585,47.6,87,0.459,79.4,68,0.123,114.9,16
1998,"KED","40",217,149,"Calibration",0.124,50.4,17,0.092,83.1,14,0.03,114.5,4
1998,"KED","41",237,111.2,"Calibration",1.003,51.5,109,0.112,82.9,14,0.025,127.7,3
1998,"KED","42",218,103.9,"Calibration",0.008,NA,NA,0.007,NA,NA,0.021,116.5,2
1998,"LMR","43",253,95.3,"Single pass",1.911,48.4,139,0.272,81.1,26,0.011,105,2
1998,"LMR","44",295,82.5,"Single pass",0.693,44.8,46,0.171,77.9,13,0.014,110,2
1998,"LMR","45",266,127.2,"Calibration",0.826,54.7,109,0.061,87.7,9,0.015,108.5,2
1998,"LMR","46",260,107.6,"Single pass",1.342,55.9,123,0.277,79.9,31,0.027,110.8,5
1998,"LMR","47",260,104,"Single pass",0.091,55.4,7,0.014,66,1,0.003,NA,NA
1998,"LMR","49",273,174,"Single pass",0.016,NA,NA,0.011,NA,NA,0.034,143,3
1998,"LMR","52",267,146.1,"Calibration",0.147,59.5,20,0.11,93.4,15,0.022,111.3,3
1998,"LMR","53",211,136.6,"Calibration",0.006,NA,NA,0.079,86.6,11,0.002,NA,NA
1998,"LMR","55",273,141,"Single pass",0.015,NA,NA,0.011,NA,NA,0.004,NA,NA
1998,"LMR","85",295,150,"Single pass",0.768,47.5,39,0.01,NA,NA,0.009,140,1
1998,"UPS","14",232,113.2,"Single pass",0.146,46.8,11,0.198,75,16,0.012,95.5,2
1998,"UPS","15",274,135,"Single pass",0.012,NA,NA,0.016,NA,NA,0.004,NA,NA
1998,"UPS","16",287,103.5,"Single pass",1.029,46.3,43,0.676,73.2,26,0.019,112.5,2
1998,"UPS","17",274,150,"Single pass",1.15,47.8,49,0.478,78.6,21,0.004,NA,NA
1998,"UPS","18",274,135,"Single pass",0.013,NA,NA,0.018,NA,NA,0.004,NA,NA
1998,"UPS","21",273,150,"Single pass",0.358,47.5,17,0.331,77.6,15,0.004,NA,NA
1998,"UPS","22",286,180,"Single pass",0.837,52.8,40,1.31,78.7,50,0.009,113,1
1998,"UPS","24",286,277.5,"Single pass",0.01,NA,NA,0.43,82.5,25,0.066,117.7,6
1998,"UPS","25",286,137,"Single pass",0.011,NA,NA,0.015,NA,NA,0.003,NA,NA
1998,"UPS","26",286,107.5,"Single pass",0.012,NA,NA,0.041,99,2,0.004,NA,NA
1998,"UPS","60",295,142.5,"Single pass",1.33,50.2,62,0.399,78.3,19,0.064,117.2,5
1999,"RES","1",245,95.2,"Single pass",0.445,54.1,22,0.249,82.2,14,0.002,NA,NA
1999,"RES","11",257,150,"Single pass",0.775,53.9,35,0.871,81,37,0.007,121,1
1999,"RES","12",257,122.7,"Single pass",0.021,NA,NA,0.018,NA,NA,0.006,136,1
1999,"RES","2",245,104.5,"Single pass",0.312,53.6,14,0.018,NA,NA,0.002,NA,NA
1999,"RES","3",245,110.1,"Single pass",0.54,46.2,24,0.229,79.2,12,0.002,NA,NA
1999,"RES","4",189,133.2,"Calibration",0.254,40.4,28,0.233,72.9,28,0.002,NA,NA
1999,"RES","5",245,122.3,"Calibration",0.446,51.5,48,0.201,79.4,25,0.002,NA,NA
1999,"RES","57",250,150,"Single pass",0.375,58.1,18,0.755,84.6,33,0.146,112.9,9
1999,"RES","6",203,199.9,"Single pass",0.601,46.8,28,0.046,72.7,3,0.002,NA,NA
1999,"RES","7",258,155,"Single pass",0.775,49.3,36,0.683,75.4,31,0.002,NA,NA
1999,"RES","8",257,100,"Single pass",2.027,43.3,82,0.551,76.4,25,0.024,112.7,3
1999,"KED","28",236,134.8,"Calibration",1.371,42.3,159,0.146,79.4,17,0.004,NA,NA
1999,"KED","29",236,102.9,"Calibration",1.604,51.5,154,0.529,76.6,50,0.048,114.2,5
1999,"KED","30",196,114.1,"Calibration",0.511,41.7,46,0.052,91,5,0.017,113.5,2
1999,"KED","32",194,127.2,"Single pass",2.887,43.4,88,0.121,91.3,7,0.044,125,3
1999,"KED","34",250,136.2,"Single pass",0.072,58.7,3,0.025,98,1,0.008,NA,NA
1999,"KED","36",196,143.6,"Single pass",0.329,39.8,13,0.022,81,1,0.086,117,5
1999,"KED","37",250,143.6,"Single pass",0.02,NA,NA,0.014,NA,NA,0.045,112.3,3
1999,"KED","38",231,115,"Calibration",0.267,53.4,27,0.344,81.6,36,0.032,109,4
1999,"KED","39",195,117.1,"Calibration",0.501,43.9,53,0.471,81,50,0.077,113.2,9
1999,"KED","40",200,163.8,"Calibration",0.202,44.2,28,0.132,88.4,19,0.051,112.6,8
1999,"KED","41",231,126,"Calibration",0.362,56.1,42,0.298,87,35,0.13,115.5,15
1999,"KED","42",243,121,"Calibration",0.543,56.3,59,0.014,89,1,0.008,133,1
1999,"LMR","43",257,89.6,"Single pass",2.455,48.5,112,0.377,82.2,22,0.008,119,1
1999,"LMR","44",201,105.8,"Single pass",0.728,43.1,32,0.107,80.4,8,0.008,117,1
1999,"LMR","45",230,139.5,"Single pass",1.457,52,57,0.143,82.8,9,0.008,126,1
1999,"LMR","46",230,126.5,"Single pass",1.562,50.9,75,0.419,84.7,26,0.025,120.7,3
1999,"LMR","47",230,124.7,"Single pass",0.3,53.4,13,0.011,NA,NA,0.004,NA,NA
1999,"LMR","49",244,193,"Calibration",0.006,NA,NA,0.125,72.6,21,0.064,128,10
1999,"LMR","52",194,125.2,"Calibration",1.698,43.1,169,0.044,96.6,5,0.021,129.3,3
1999,"LMR","53",187,134.7,"Calibration",0.698,38.7,79,0.028,93.3,3,0.002,NA,NA
1999,"LMR","55",188,184.9,"Calibration",0.007,NA,NA,0.005,NA,NA,0.008,138,2
1999,"LMR","85",201,169.9,"Single pass",0.113,44.3,6,0.009,NA,NA,0.003,NA,NA
1999,"UPS","14",189,166.8,"Single pass",0.53,39.6,20,0.164,74.3,9,0.005,NA,NA
1999,"UPS","15",263,150,"Single pass",0.435,46.6,19,0.079,79.2,4,0.005,NA,NA
1999,"UPS","16",259,150,"Single pass",0.817,48.5,42,0.742,72.3,37,0.004,NA,NA
1999,"UPS","17",263,150,"Single pass",0.537,48.3,23,0.161,89.4,8,0.005,NA,NA
1999,"UPS","18",263,150,"Single pass",1.119,44.2,46,0.452,78.2,20,0.005,NA,NA
1999,"UPS","21",258,165,"Single pass",1.641,45.7,77,0.428,80.2,23,0.005,NA,NA
1999,"UPS","22",264,150,"Single pass",1.675,52.5,66,1.274,75.4,47,0.012,110,1
1999,"UPS","23",259,150,"Single pass",1.869,51.6,85,0.705,84.7,34,0.398,114.9,17
1999,"UPS","24",259,150,"Single pass",1.521,52,64,0.269,83.9,14,0.011,110,1
1999,"UPS","25",209,152,"Single pass",0.459,45.5,18,0.091,79.6,5,0.185,115.8,9
1999,"UPS","26",209,148.2,"Single pass",0.021,NA,NA,0.017,NA,NA,0.01,114,1
1999,"UPS","60",263,140,"Single pass",5.364,48.8,201,1.33,74.2,52,0.011,114,1
1999,"UPS","64",272,150,"Single pass",0.02,NA,NA,0.462,71.8,21,0.211,134.5,10
1999,"UPS","66",264,55.3,"Single pass",0.255,51.1,14,0.097,79.5,6,0.005,NA,NA
1999,"UPS","67",271,170.7,"Single pass",0.071,54,3,0.063,81.7,3,0.005,NA,NA
1999,"UPS","68",271,100,"Single pass",0.485,52.6,19,0.051,81,2,0.006,NA,NA
1999,"UPS","70",259,115,"Single pass",1.547,55.3,74,0.213,92.8,13,0.146,125.4,9
1999,"OTH","56",272,127,"Single pass",0.963,61.8,38,0.059,94.7,3,0.076,113,3
1999,"OTH","9",258,165,"Single pass",0.637,59.9,29,0.309,92.2,16,0.661,120.3,20
2000,"RES","1",237,150,"Single pass",0.682,55.5,32,0.198,91,12,0.01,127,1
2000,"RES","11",251,177.5,"Single pass",1.127,53.3,55,0.227,88.8,14,0.004,NA,NA
2000,"RES","12",235,130.4,"Single pass",0.022,NA,NA,0.016,NA,NA,0.005,NA,NA
2000,"RES","2",237,175,"Single pass",1.953,53.5,85,0.014,NA,NA,0.004,NA,NA
2000,"RES","3",237,150,"Single pass",0.468,53.7,21,0.199,90.1,11,0.005,NA,NA
2000,"RES","4",237,150,"Single pass",0.27,52.8,13,0.465,86.1,23,0.011,110,1
2000,"RES","5",237,150,"Single pass",1.528,48.7,55,0.13,89.6,7,0.022,118,2
2000,"RES","57",262,285,"Single pass",0.514,62.2,29,0.296,89.7,18,0.429,120.4,19
2000,"RES","58",262,199.2,"Single pass",0.107,59.5,6,0.11,100.7,7,0.031,128.3,3
2000,"RES","6",237,150,"Single pass",1.052,49.4,45,0.024,86,1,0.005,NA,NA
2000,"RES","7",265,150,"Single pass",0.107,56.5,6,0.772,85.7,36,0.129,119,8
2000,"RES","8",256,150,"Single pass",0.71,48.1,39,0.404,80.2,24,0.004,NA,NA
2000,"KED","28",236,150,"Single pass",1.448,46.1,56,0.471,83.6,22,0.013,123,1
2000,"KED","29",236,116.5,"Calibration",0.975,50.4,98,0.353,82.8,37,0.01,117,1
2000,"KED","30",223,121.4,"Calibration",1.588,47.9,160,0.056,79.3,7,0.003,NA,NA
2000,"KED","32",256,150,"Single pass",1.266,61.5,62,0.268,94.9,16,0.201,115.1,11
2000,"KED","34",256,189.1,"Single pass",0.26,55.1,14,0.016,NA,NA,0.013,116,1
2000,"KED","36",262,233.2,"Single pass",0.101,54.2,6,0.061,93.5,4,0.021,123,2
2000,"KED","37",262,177,"Single pass",0.018,NA,NA,0.016,NA,NA,0.092,117.8,6
2000,"KED","38",215,150,"Single pass",0.805,47.9,37,0.559,82.5,30,0.049,115.5,4
2000,"KED","39",222,99,"Calibration",1.348,48.2,135,0.611,85.7,59,0.113,119.8,11
2000,"KED","40",215,173.1,"Calibration",0.208,44.7,29,0.11,88.3,17,0.031,121.4,5
2000,"KED","41",216,97.6,"Calibration",0.632,48.1,54,0.125,87.9,11,0.067,119.7,6
2000,"KED","42",221,111.1,"Calibration",0.479,42.6,52,0.162,96.1,17,0.003,NA,NA
2000,"KED","75",256,145.3,"Single pass",0.017,NA,NA,0.036,82.5,2,0.006,NA,NA
2000,"KED","76",222,150,"Single pass",4.041,52.3,136,0.71,95.2,31,0.077,127.2,5
2000,"KED","77",269,153.5,"Single pass",2.162,56.3,102,0.317,97.4,18,0.048,132.5,4
2000,"KED","78",269,93.4,"Single pass",0.898,53.4,39,0.439,90.8,20,0.014,143,1
2000,"KED","79",269,127.2,"Single pass",0.018,NA,NA,0.071,71.5,4,0.04,127,3
2000,"KED","80",215,150,"Single pass",0.66,43.1,27,0.363,90.2,18,0.006,NA,NA
2000,"KED","81",221,150,"Single pass",1.57,40.4,57,0.423,91.2,20,0.006,NA,NA
2000,"KED","82",216,150,"Single pass",0.021,NA,NA,0.212,92.7,11,0.014,125,1
2000,"LMR","43",252,150,"Single pass",2.273,52.5,161,0.729,85.5,57,0.093,119.9,10
2000,"LMR","44",251,100,"Single pass",1.548,46.8,86,0.782,84.8,46,0.023,120.7,3
2000,"LMR","45",255,150,"Single pass",1.032,53.9,46,0.113,92.4,7,0.018,137.5,2
2000,"LMR","46",255,150,"Single pass",1.621,56,96,0.333,88.9,24,0.007,117,1
2000,"LMR","47",255,217,"Single pass",0.961,55.2,45,0.023,78,1,0.004,NA,NA
2000,"LMR","49",235,190.4,"Calibration",0.138,66,19,0.149,101.2,26,0.086,119.9,14
2000,"LMR","50",251,150,"Single pass",1.153,52.4,57,0.07,85.4,5,0.004,NA,NA
